id,age_cat,c_charge_degree,race,sex,priors_count,two_year_recid
2019,Less than 25,F,African-American,Male,0,0
2020,25 - 45,F,Caucasian,Male,0,0
2021,Less than 25,F,African-American,Male,0,1
2022,25 - 45,F,Hispanic,Female,20,1
2023,25 - 45,F,Caucasian,Male,0,0
2024,Greater than 45,F,Caucasian,Male,0,0
2025,Less than 25,M,Other,Male,0,1
2026,Greater than 45,F,Caucasian,Male,0,0
2027,25 - 45,F,Caucasian,Female,1,1
2028,25 - 45,M,African-American,Male,9,1
2029,25 - 45,F,African-American,Male,9,1
2030,25 - 45,M,African-American,Male,3,1
2031,25 - 45,M,Hispanic,Male,0,0
2032,25 - 45,M,African-American,Female,0,1
2033,25 - 45,F,African-American,Female,0,0
2034,25 - 45,F,African-American,Male,22,1
2035,Less than 25,F,Caucasian,Male,2,0
2036,25 - 45,F,Caucasian,Male,2,0
2037,25 - 45,F,African-American,Male,7,0
2038,25 - 45,F,African-American,Male,10,1
2039,Greater than 45,F,Other,Male,0,0
2040,25 - 45,F,African-American,Male,0,0
2041,25 - 45,F,African-American,Female,9,1
2042,25 - 45,F,African-American,Male,16,1
2043,25 - 45,F,Caucasian,Male,3,1
2044,25 - 45,M,Hispanic,Male,0,1
2045,25 - 45,F,Caucasian,Male,4,1
2046,Less than 25,F,Caucasian,Male,2,1
2047,25 - 45,F,Hispanic,Male,0,0
2048,25 - 45,M,African-American,Male,5,1
2049,25 - 45,M,African-American,Male,2,0
2050,25 - 45,F,Hispanic,Male,0,0
2051,Less than 25,F,Hispanic,Male,0,1
2052,25 - 45,M,African-American,Male,0,0
2053,25 - 45,M,African-American,Male,3,0
2054,25 - 45,F,African-American,Female,0,0
2055,Greater than 45,M,Caucasian,Male,2,0
2056,Greater than 45,M,African-American,Male,12,0
2057,25 - 45,F,Caucasian,Male,0,0
2058,25 - 45,F,African-American,Male,0,1
2059,25 - 45,M,Caucasian,Male,0,0
2060,25 - 45,M,African-American,Male,5,0
2061,25 - 45,F,African-American,Male,1,1
2062,Greater than 45,F,African-American,Male,9,0
2063,Greater than 45,M,Other,Male,0,1
2064,25 - 45,F,African-American,Male,12,1
2065,Less than 25,F,African-American,Male,0,0
2066,25 - 45,F,African-American,Male,4,1
2067,25 - 45,M,Hispanic,Male,1,0
2068,25 - 45,M,African-American,Male,4,0
2069,Less than 25,M,Hispanic,Male,0,0
2070,Greater than 45,M,Other,Male,4,1
2071,Greater than 45,F,Caucasian,Male,2,0
2072,25 - 45,M,African-American,Male,1,0
2073,Less than 25,F,Other,Female,0,0
2074,Less than 25,F,Other,Male,2,1
2075,25 - 45,F,Hispanic,Male,5,0
2076,Greater than 45,F,Caucasian,Male,1,0
2077,25 - 45,F,African-American,Male,5,0
2078,25 - 45,M,Hispanic,Male,0,0
2079,Less than 25,F,African-American,Male,3,1
2080,Less than 25,F,African-American,Male,1,0
2081,Less than 25,F,Caucasian,Male,1,1
2082,Greater than 45,F,African-American,Male,7,1
2083,25 - 45,M,African-American,Male,1,0
2084,Greater than 45,F,Caucasian,Male,2,0
2085,25 - 45,F,African-American,Male,22,0
2086,25 - 45,F,Hispanic,Male,7,0
2087,Less than 25,M,African-American,Male,1,1
2088,Less than 25,F,Caucasian,Male,0,0
2089,Less than 25,F,African-American,Male,0,1
2090,25 - 45,M,African-American,Male,4,0
2091,25 - 45,M,African-American,Male,1,1
2092,Greater than 45,M,African-American,Male,24,1
2093,25 - 45,M,Other,Male,4,1
2094,25 - 45,F,African-American,Male,0,0
2095,Less than 25,F,African-American,Male,1,0
2096,25 - 45,F,Caucasian,Male,0,0
2097,Greater than 45,F,African-American,Male,5,0
2098,25 - 45,F,Other,Male,8,1
2099,Less than 25,F,African-American,Male,2,1
2100,25 - 45,M,Caucasian,Male,5,1
2101,Less than 25,F,Caucasian,Male,0,0
2102,25 - 45,M,African-American,Male,1,1
2103,Greater than 45,F,Other,Female,0,0
2104,Greater than 45,M,Caucasian,Male,0,0
2105,25 - 45,F,Other,Male,4,1
2106,25 - 45,M,African-American,Female,3,1
2107,25 - 45,F,African-American,Male,2,0
2108,Greater than 45,M,Caucasian,Male,0,0
2109,Less than 25,M,African-American,Male,1,1
2110,Less than 25,M,Other,Female,0,0
2111,Greater than 45,M,Caucasian,Male,1,0
2112,Greater than 45,M,African-American,Male,18,1
2113,Less than 25,F,African-American,Male,1,1
2114,25 - 45,M,African-American,Male,3,1
2115,25 - 45,F,African-American,Male,6,1
2116,25 - 45,F,Caucasian,Male,1,1
2117,25 - 45,F,Caucasian,Male,1,0
2118,Greater than 45,F,Caucasian,Male,0,0
2119,25 - 45,M,African-American,Male,3,0
2120,Less than 25,M,African-American,Male,0,0
2121,Greater than 45,M,Caucasian,Male,0,0
2122,25 - 45,F,African-American,Male,0,0
2123,25 - 45,M,Hispanic,Male,0,0
2124,25 - 45,F,African-American,Male,6,0
2125,Less than 25,F,Hispanic,Male,0,0
2126,Greater than 45,M,Caucasian,Male,0,1
2127,25 - 45,F,African-American,Male,3,0
2128,Greater than 45,F,Caucasian,Male,1,0
2129,25 - 45,M,Caucasian,Male,0,0
2130,Greater than 45,M,African-American,Male,1,1
2131,Greater than 45,F,Caucasian,Male,3,0
2132,Greater than 45,F,Caucasian,Male,3,0
2133,Less than 25,F,Caucasian,Female,0,0
2134,Greater than 45,F,African-American,Female,10,1
2135,25 - 45,F,African-American,Male,0,0
2136,25 - 45,M,Other,Male,1,0
2137,25 - 45,M,Caucasian,Female,0,0
2138,25 - 45,M,Hispanic,Male,2,1
2139,Greater than 45,M,Caucasian,Male,1,1
2140,Less than 25,M,Caucasian,Male,0,0
2141,25 - 45,M,Hispanic,Female,1,0
2142,25 - 45,M,Caucasian,Male,9,1
2143,Greater than 45,F,Other,Female,0,0
2144,Less than 25,F,African-American,Male,4,1
2145,Greater than 45,M,Caucasian,Male,1,0
2146,Greater than 45,M,Caucasian,Female,0,0
2147,Less than 25,M,Caucasian,Female,2,0
2148,Greater than 45,M,Caucasian,Female,1,0
2149,Less than 25,F,Caucasian,Male,6,0
2150,25 - 45,F,Caucasian,Female,0,0
2151,25 - 45,F,Caucasian,Female,2,0
2152,Less than 25,F,African-American,Female,1,0
2153,Less than 25,F,African-American,Male,2,1
2154,25 - 45,F,African-American,Male,0,0
2155,Less than 25,F,African-American,Male,0,0
2156,Greater than 45,M,Caucasian,Male,1,0
2157,25 - 45,F,African-American,Male,6,1
2158,25 - 45,F,African-American,Male,7,1
2159,25 - 45,F,African-American,Male,5,1
2160,Greater than 45,F,Caucasian,Male,8,0
2161,25 - 45,M,African-American,Male,3,0
2162,25 - 45,F,African-American,Female,1,1
2163,Greater than 45,F,Hispanic,Male,4,0
2164,Greater than 45,M,Caucasian,Male,0,0
2165,25 - 45,F,Caucasian,Male,0,0
2166,25 - 45,M,African-American,Male,0,1
2167,25 - 45,M,African-American,Male,0,0
2168,Greater than 45,F,African-American,Male,19,1
2169,Greater than 45,F,African-American,Male,24,0
2170,25 - 45,M,African-American,Male,2,0
2171,25 - 45,F,Caucasian,Male,9,1
2172,25 - 45,F,African-American,Male,6,1
2173,Less than 25,F,African-American,Male,3,1
2174,Less than 25,F,Caucasian,Male,2,1
2175,25 - 45,F,African-American,Male,1,1
2176,Less than 25,F,African-American,Female,0,0
2177,25 - 45,F,African-American,Male,9,0
2178,Greater than 45,F,African-American,Female,0,0
2179,Less than 25,F,African-American,Male,1,0
2180,Less than 25,F,African-American,Male,0,0
2181,Less than 25,F,Caucasian,Male,0,0
2182,25 - 45,F,African-American,Female,3,0
2183,Less than 25,F,African-American,Male,0,1
2184,Greater than 45,M,Caucasian,Male,2,0
2185,Greater than 45,F,African-American,Male,1,0
2186,Less than 25,F,Other,Male,1,1
2187,Greater than 45,F,African-American,Male,20,0
2188,Greater than 45,M,Caucasian,Male,1,1
2189,Less than 25,F,African-American,Female,0,0
2190,Less than 25,F,African-American,Male,5,1
2191,25 - 45,F,African-American,Female,3,1
2192,25 - 45,F,Caucasian,Female,0,0
2193,Less than 25,F,Caucasian,Male,0,0
2194,25 - 45,F,Hispanic,Male,0,1
2195,25 - 45,F,Caucasian,Male,5,1
2196,25 - 45,M,Other,Male,0,0
2197,25 - 45,F,Other,Male,2,0
2198,Less than 25,F,Caucasian,Male,3,1
2199,25 - 45,M,African-American,Female,0,0
2200,25 - 45,F,Caucasian,Female,1,0
2201,25 - 45,F,African-American,Male,8,0
2202,25 - 45,F,Caucasian,Male,3,0
2203,25 - 45,M,African-American,Male,2,1
2204,25 - 45,F,African-American,Male,0,1
2205,25 - 45,M,African-American,Male,24,1
2206,25 - 45,M,Hispanic,Male,2,0
2207,25 - 45,M,African-American,Female,3,0
2208,25 - 45,F,Caucasian,Male,0,0
2209,25 - 45,M,Hispanic,Male,1,0
2210,25 - 45,M,African-American,Male,9,0
2211,25 - 45,F,African-American,Female,0,1
2212,25 - 45,M,African-American,Female,1,0
2213,Greater than 45,M,African-American,Female,0,0
2214,Less than 25,F,Caucasian,Male,0,1
2215,25 - 45,F,Caucasian,Male,9,1
2216,Greater than 45,F,African-American,Male,0,1
2217,25 - 45,F,African-American,Male,5,1
2218,Greater than 45,M,African-American,Female,7,0
2219,Greater than 45,M,Caucasian,Male,3,0
2220,25 - 45,F,Caucasian,Male,9,0
2221,Less than 25,M,African-American,Male,0,1
2222,25 - 45,M,Asian,Male,0,0
2223,25 - 45,F,African-American,Male,5,1
2224,Greater than 45,M,African-American,Male,0,1
2225,25 - 45,F,African-American,Male,5,0
2226,Greater than 45,F,African-American,Male,13,1
2227,25 - 45,F,African-American,Male,2,0
2228,Greater than 45,M,Hispanic,Male,1,0
2229,25 - 45,M,Other,Male,3,1
2230,Less than 25,F,African-American,Male,1,1
2231,Greater than 45,M,Caucasian,Male,0,0
2232,25 - 45,F,African-American,Male,7,1
2233,25 - 45,M,African-American,Male,0,0
2234,Less than 25,M,African-American,Female,2,0
2235,Less than 25,F,African-American,Male,4,1
2236,25 - 45,M,Caucasian,Male,0,1
2237,25 - 45,F,Caucasian,Male,0,0
2238,25 - 45,F,Other,Male,1,0
2239,25 - 45,F,African-American,Male,2,1
2240,Greater than 45,M,Caucasian,Male,0,1
2241,25 - 45,F,Caucasian,Male,1,0
2242,Greater than 45,M,Caucasian,Male,0,1
2243,25 - 45,M,Caucasian,Male,0,1
2244,Less than 25,F,African-American,Female,1,1
2245,25 - 45,F,African-American,Male,2,1
2246,25 - 45,F,Hispanic,Female,10,1
2247,25 - 45,M,Caucasian,Female,1,0
2248,25 - 45,M,African-American,Male,12,1
2249,Greater than 45,M,Other,Male,0,0
2250,Less than 25,M,Caucasian,Male,1,0
2251,25 - 45,F,Caucasian,Male,1,0
2252,Less than 25,F,Hispanic,Male,0,0
2253,25 - 45,F,African-American,Male,0,0
2254,25 - 45,M,Caucasian,Male,2,1
2255,25 - 45,M,African-American,Male,5,0
2256,Greater than 45,M,Caucasian,Male,0,0
2257,Less than 25,F,African-American,Male,0,0
2258,25 - 45,M,African-American,Male,8,0
2259,25 - 45,F,Caucasian,Female,0,0
2260,Greater than 45,F,Caucasian,Male,5,1
2261,Less than 25,M,African-American,Female,0,0
2262,25 - 45,F,African-American,Male,5,1
2263,Greater than 45,F,Caucasian,Female,1,0
2264,25 - 45,M,Caucasian,Female,0,0
2265,Greater than 45,F,Caucasian,Male,20,1
2266,Less than 25,M,African-American,Male,0,1
2267,Greater than 45,F,Other,Male,7,1
2268,25 - 45,M,Other,Male,6,0
2269,Greater than 45,F,African-American,Male,6,0
2270,25 - 45,M,Caucasian,Male,0,0
2271,25 - 45,F,Hispanic,Male,0,0
2272,Less than 25,F,African-American,Male,1,1
2273,25 - 45,M,Caucasian,Male,1,0
2274,25 - 45,M,Hispanic,Male,0,0
2275,Greater than 45,M,African-American,Female,0,0
2276,Greater than 45,M,Caucasian,Male,0,0
2277,25 - 45,M,Caucasian,Male,2,0
2278,Greater than 45,F,Hispanic,Male,0,0
2279,Less than 25,M,African-American,Male,0,0
2280,Greater than 45,F,African-American,Male,10,0
2281,25 - 45,F,Caucasian,Male,17,0
2282,25 - 45,F,Hispanic,Male,0,1
2283,25 - 45,F,Caucasian,Male,2,1
2284,Greater than 45,M,African-American,Male,3,1
2285,Less than 25,M,African-American,Male,0,1
2286,Greater than 45,F,African-American,Male,6,0
2287,25 - 45,F,African-American,Male,12,1
2288,25 - 45,F,Caucasian,Male,1,0
2289,25 - 45,M,Caucasian,Male,0,0
2290,25 - 45,M,Caucasian,Male,0,0
2291,Greater than 45,F,Other,Female,0,0
2292,Less than 25,F,Caucasian,Male,1,1
2293,Less than 25,F,African-American,Male,0,1
2294,Less than 25,F,African-American,Male,0,0
2295,Less than 25,F,African-American,Male,0,0
2296,Greater than 45,F,African-American,Male,3,0
2297,25 - 45,F,African-American,Male,21,1
2298,25 - 45,F,Hispanic,Male,5,0
2299,25 - 45,M,African-American,Female,0,0
2300,Greater than 45,F,Caucasian,Male,1,0
2301,25 - 45,F,Caucasian,Male,4,0
2302,Greater than 45,F,African-American,Male,1,0
2303,25 - 45,F,African-American,Male,1,1
2304,25 - 45,M,Hispanic,Male,2,1
2305,Less than 25,F,Caucasian,Male,1,0
2306,Greater than 45,F,Caucasian,Male,3,0
2307,25 - 45,F,Caucasian,Male,3,0
2308,25 - 45,F,Caucasian,Male,1,0
2309,Less than 25,F,African-American,Male,0,0
2310,Less than 25,F,African-American,Male,1,0
2311,Greater than 45,M,Caucasian,Male,0,0
2312,25 - 45,F,Caucasian,Male,3,1
2313,25 - 45,F,African-American,Male,3,1
2314,Greater than 45,F,Caucasian,Male,0,1
2315,Less than 25,F,Caucasian,Male,2,0
2316,25 - 45,F,African-American,Male,15,0
2317,25 - 45,F,African-American,Male,0,0
2318,25 - 45,F,African-American,Male,10,1
2319,Less than 25,M,African-American,Female,3,0
2320,25 - 45,M,Caucasian,Male,6,1
2321,Less than 25,M,Other,Male,5,0
2322,25 - 45,F,Caucasian,Male,9,0
2323,25 - 45,F,African-American,Female,10,1
2324,25 - 45,F,Other,Male,5,0
2325,25 - 45,F,African-American,Male,0,1
2326,Greater than 45,F,African-American,Male,23,1
2327,Greater than 45,F,Caucasian,Male,3,0
2328,Less than 25,M,Caucasian,Female,0,0
2329,25 - 45,F,African-American,Female,2,0
2330,25 - 45,M,African-American,Male,2,1
2331,Less than 25,M,African-American,Male,0,1
2332,25 - 45,F,Hispanic,Male,8,1
2333,Greater than 45,F,African-American,Female,1,0
2334,25 - 45,F,Caucasian,Male,2,0
2335,25 - 45,M,Caucasian,Male,10,0
2336,25 - 45,F,Caucasian,Male,2,0
2337,25 - 45,F,African-American,Female,3,0
2338,25 - 45,F,African-American,Male,1,0
2339,25 - 45,M,Caucasian,Male,2,0
2340,25 - 45,F,African-American,Male,5,0
2341,Greater than 45,M,Caucasian,Male,0,0
2342,25 - 45,F,African-American,Male,2,1
2343,25 - 45,F,African-American,Male,7,0
2344,Greater than 45,M,Caucasian,Male,3,1
2345,25 - 45,F,African-American,Male,3,1
2346,Greater than 45,M,Caucasian,Female,1,1
2347,25 - 45,F,African-American,Female,0,1
2348,Less than 25,M,African-American,Female,0,0
2349,25 - 45,F,African-American,Male,6,1
2350,25 - 45,F,African-American,Female,4,0
2351,25 - 45,M,Hispanic,Female,0,0
2352,25 - 45,F,African-American,Male,14,1
2353,Less than 25,M,Caucasian,Male,1,0
2354,Greater than 45,F,Caucasian,Male,3,1
2355,25 - 45,F,African-American,Female,3,0
2356,25 - 45,F,African-American,Female,4,1
2357,25 - 45,F,African-American,Male,2,1
2358,25 - 45,F,African-American,Male,0,0
2359,25 - 45,M,Caucasian,Male,0,0
2360,25 - 45,F,African-American,Female,3,0
2361,25 - 45,F,Caucasian,Male,6,1
2362,Greater than 45,F,African-American,Male,3,0
2363,25 - 45,F,African-American,Male,0,0
2364,25 - 45,M,Other,Female,0,0
2365,25 - 45,F,Other,Female,0,0
2366,Greater than 45,M,Other,Male,0,0
2367,Less than 25,M,African-American,Male,9,1
2368,25 - 45,F,African-American,Male,16,1
2369,25 - 45,M,Hispanic,Male,0,0
2370,Less than 25,F,African-American,Male,0,0
2371,Less than 25,M,Hispanic,Male,6,0
2372,Less than 25,F,African-American,Male,7,1
2373,Greater than 45,M,Hispanic,Male,0,0
2374,Greater than 45,F,Caucasian,Male,0,0
2375,25 - 45,F,African-American,Female,4,1
2376,25 - 45,F,Other,Male,1,0
2377,Greater than 45,M,African-American,Male,1,0
2378,Greater than 45,F,Caucasian,Male,0,1
2379,25 - 45,F,African-American,Male,14,0
2380,25 - 45,M,Caucasian,Male,0,0
2381,25 - 45,F,African-American,Male,21,0
2382,Greater than 45,F,Other,Male,4,0
2383,Less than 25,F,African-American,Male,1,1
2384,25 - 45,F,African-American,Male,9,1
2385,25 - 45,M,Hispanic,Male,1,0
2386,Greater than 45,F,African-American,Male,9,1
2387,Less than 25,F,African-American,Male,0,1
2388,25 - 45,F,Caucasian,Female,2,1
2389,Less than 25,M,African-American,Male,3,1
2390,25 - 45,F,Caucasian,Male,1,0
2391,Greater than 45,F,Caucasian,Male,4,0
2392,Less than 25,F,African-American,Male,0,0
2393,Greater than 45,M,Hispanic,Female,2,0
2394,25 - 45,F,African-American,Male,4,1
2395,Less than 25,F,African-American,Male,4,1
2396,25 - 45,F,African-American,Male,5,0
2397,Less than 25,M,Caucasian,Male,0,1
2398,Greater than 45,M,Hispanic,Male,10,1
2399,25 - 45,M,Caucasian,Female,1,1
2400,25 - 45,F,African-American,Male,3,1
2401,Greater than 45,M,Other,Male,0,0
2402,25 - 45,F,African-American,Male,10,1
2403,Less than 25,M,African-American,Male,1,0
2404,25 - 45,F,African-American,Male,1,0
2405,Less than 25,F,African-American,Male,6,1
2406,25 - 45,F,Caucasian,Male,17,1
2407,25 - 45,F,African-American,Male,1,0
2408,25 - 45,F,African-American,Male,6,1
2409,25 - 45,M,Caucasian,Male,1,0
2410,25 - 45,M,Caucasian,Male,2,0
2411,25 - 45,F,Caucasian,Male,10,1
2412,Greater than 45,F,African-American,Male,10,1
2413,25 - 45,F,African-American,Male,9,1
2414,Greater than 45,F,Hispanic,Male,3,0
2415,25 - 45,F,Caucasian,Male,1,0
2416,25 - 45,F,Caucasian,Male,1,0
2417,Less than 25,M,African-American,Male,0,1
2418,25 - 45,F,Hispanic,Male,14,1
2419,25 - 45,M,Caucasian,Female,0,0
2420,25 - 45,F,African-American,Male,19,1
2421,25 - 45,M,Caucasian,Male,0,0
2422,25 - 45,F,African-American,Male,6,1
2423,25 - 45,F,Caucasian,Female,2,1
2424,25 - 45,F,African-American,Male,8,1
2425,25 - 45,F,African-American,Male,0,0
2426,Greater than 45,F,African-American,Male,8,0
2427,Less than 25,M,Caucasian,Male,1,1
2428,25 - 45,F,African-American,Male,0,0
2429,25 - 45,F,Caucasian,Male,4,0
2430,Less than 25,F,Caucasian,Female,2,0
2431,Greater than 45,M,African-American,Male,13,1
2432,Less than 25,F,Caucasian,Male,0,1
2433,25 - 45,F,Caucasian,Female,5,0
2434,Less than 25,F,African-American,Female,0,0
2435,25 - 45,F,African-American,Male,3,0
2436,25 - 45,F,African-American,Female,5,1
2437,25 - 45,M,Caucasian,Female,0,0
2438,Less than 25,M,African-American,Male,0,0
2439,25 - 45,F,Caucasian,Male,3,0
2440,25 - 45,F,Caucasian,Male,0,0
2441,Less than 25,F,African-American,Male,1,1
2442,Less than 25,M,African-American,Male,0,0
2443,Greater than 45,F,African-American,Female,1,0
2444,Less than 25,F,African-American,Male,1,1
2445,25 - 45,F,Caucasian,Female,7,1
2446,25 - 45,F,Caucasian,Male,2,1
2447,Less than 25,F,Other,Male,7,1
2448,25 - 45,F,Caucasian,Male,0,0
2449,Less than 25,M,African-American,Male,2,1
2450,25 - 45,F,African-American,Male,1,0
2451,25 - 45,M,African-American,Male,1,1
2452,25 - 45,M,African-American,Male,24,1
2453,25 - 45,F,African-American,Male,1,0
2454,Greater than 45,F,Caucasian,Male,0,0
2455,25 - 45,M,Caucasian,Female,1,1
2456,Less than 25,M,African-American,Female,0,0
2457,25 - 45,M,African-American,Female,0,0
2458,Greater than 45,F,African-American,Male,6,0
2459,25 - 45,F,Caucasian,Female,2,1
2460,25 - 45,M,African-American,Male,5,1
2461,25 - 45,F,Hispanic,Male,7,0
2462,Greater than 45,M,Caucasian,Male,0,0
2463,Less than 25,F,African-American,Male,0,1
2464,25 - 45,F,African-American,Male,10,1
2465,Less than 25,F,African-American,Male,2,1
2466,25 - 45,F,African-American,Male,10,1
2467,Greater than 45,M,African-American,Female,0,0
2468,25 - 45,M,African-American,Male,0,0
2469,Less than 25,F,African-American,Male,7,1
2470,25 - 45,F,African-American,Male,3,1
2471,25 - 45,F,African-American,Male,7,0
2472,25 - 45,M,Caucasian,Female,0,0
2473,25 - 45,M,Hispanic,Male,1,0
2474,25 - 45,F,African-American,Male,1,0
2475,25 - 45,M,African-American,Male,2,0
2476,25 - 45,M,African-American,Male,1,1
2477,Less than 25,F,Caucasian,Male,0,1
2478,25 - 45,M,African-American,Male,0,1
2479,Greater than 45,M,African-American,Male,6,1
2480,Greater than 45,F,African-American,Female,4,0
2481,Less than 25,M,Caucasian,Female,1,0
2482,25 - 45,M,Caucasian,Male,0,1
2483,25 - 45,F,African-American,Male,5,1
2484,25 - 45,M,African-American,Male,1,0
2485,Greater than 45,F,Caucasian,Female,2,0
2486,25 - 45,F,African-American,Male,1,1
2487,25 - 45,F,African-American,Male,23,1
2488,25 - 45,M,African-American,Male,25,1
2489,25 - 45,F,African-American,Male,18,1
2490,Greater than 45,M,African-American,Male,1,0
2491,25 - 45,F,African-American,Male,11,0
2492,25 - 45,F,Caucasian,Female,0,0
2493,25 - 45,F,Hispanic,Male,9,1
2494,25 - 45,F,Caucasian,Male,9,0
2495,Less than 25,F,African-American,Male,7,1
2496,Less than 25,F,Other,Male,0,1
2497,25 - 45,F,Caucasian,Male,0,0
2498,25 - 45,F,African-American,Male,7,0
2499,25 - 45,F,African-American,Male,1,0
2500,25 - 45,M,African-American,Male,3,0
2501,25 - 45,M,Hispanic,Male,3,1
2502,25 - 45,F,African-American,Female,3,0
2503,25 - 45,F,African-American,Male,26,1
2504,25 - 45,M,Other,Female,0,0
2505,Greater than 45,F,Caucasian,Male,1,0
2506,Greater than 45,F,Caucasian,Male,1,0
2507,Less than 25,M,African-American,Male,1,0
2508,25 - 45,F,African-American,Male,0,0
2509,Greater than 45,F,African-American,Male,11,0
2510,Greater than 45,F,Caucasian,Male,13,0
2511,25 - 45,F,Caucasian,Female,1,0
2512,25 - 45,M,Other,Male,1,1
2513,Less than 25,M,Other,Male,0,1
2514,25 - 45,F,African-American,Female,5,1
2515,Greater than 45,F,African-American,Male,0,0
2516,25 - 45,F,Caucasian,Male,0,0
2517,Less than 25,F,African-American,Male,2,1
2518,Less than 25,F,African-American,Male,1,1
2519,25 - 45,F,African-American,Female,10,0
2520,Less than 25,F,Caucasian,Male,8,0
2521,25 - 45,F,Caucasian,Male,0,0
2522,25 - 45,F,Caucasian,Male,0,0
2523,25 - 45,M,African-American,Male,4,1
